code,subject,terms,name,prereqs,postreqs,info
CSCI XLIST,CSCI,"['201820', '201810', '201720']",Courses of Interest to Concentrators in Computer Science,,[],['']
CSCI 1575,CSCI,['201810'],Algorithms: in Depth,CSCI\xa01570CSCI\xa01570,[],['Half-credit course intended to be taken with CSCI\xa01570. Students will explore each topic in greater depth by collaboratively solving homework problems that will reinforce valuable new perspectives on the material. Corequisite: CSCI\xa01570.']
CSCI 1695,CSCI,['201810'],Operating System Design and Implementation,,[],[]
CSCI 2340,CSCI,"['201810', '201610']",Software Engineering,CSCI\xa00320CSCI\xa00330,[],"['Topics in the design, specification, construction and validation of programs. Focus will be on tools to support each of these stages. Course will pay special attention to the concerns raised by the properties of modern software systems including distribution, security, component-based decomposition and implicit control. Prerequisite: CSCI\xa00320 or CSCI\xa00330']"
CSCI 2952D,CSCI,['201810'],Computational Semantics,,[],[]
CSCI 2952E,CSCI,['201810'],Topics in Network Management: Data-driven and Programmable Networks,,[],[]
CSCI 1951F,CSCI,"['201720', '201620']","Computers, Freedom and Privacy: Current Topics in Law and Policy",,[],[]
CSCI 1951G,CSCI,['201720'],Optimization Methods in Finance,CSCI\xa01450APMA\xa01650CSCI\xa01570,[],"['Optimization plays an important role in financial decisions. Many computational finance problems ranging from asset allocation to risk management, from option pricing to model calibration can be solved efficiently using modern optimization techniques. This course discusses several classes of optimization problems (including linear, quadratic, integer, dynamic, stochastic, conic, and robust programming) encountered in financial models. For each problem class, after introducing the relevant theory and efficient solution methods, we discuss problems of mathematical finance that can be modeled within this problem class. Prerequisites: CSCI\xa01450 or APMA\xa01650, and CSCI\xa01570.']"
CSCI 1951S,CSCI,['201720'],Virtual Reality Software Review,,[],[]
CSCI 2510,CSCI,['201720'],Approximation Algorithms,CSCI\xa01510,[],"['Approximation Algorithms deal with NP-hard combinatorial optimization problems by efficiently constructing a suboptimal solution with some specified quality guarantees. We study techniques such as linear programming and semidefinite programming relaxations, and apply them to problems such as facility location, scheduling, bin packing, maximum satifiability or vertex cover. Prerequisite - one of the following: CSCI\xa01510, 1550, 1810, 1950J, 1950L, any graduate-level course on algorithms (including 2500A, 2500B, 2580).']"
CSCI 2950U,CSCI,"['201720', '201620']",Special Topics on Networking and Distributed Systems,,[],"[""Explores current research topics in networking, distributed and operating systems. Specific topics may include wireless and sensor networking, Internet-scale distributed systems, cloud computing, as well as the core problems, concepts, and techniques underlying these systems. The course has two components: reading and discussion of current and classical research papers, and a research project related to the topic but ideally drawn from students' own research interests. This is a graduate-level course, undergrads can join with the consent of the instructor.""]"
CSCI 2952A,CSCI,['201720'],Blockchains and Cryptocurrencies,,[],[]
CSCI 2952B,CSCI,['201720'],Topics in Computer Science Education Research,,[],[]
CSCI 0530,CSCI,"['201710', '201610']",Directions: The Matrix in Computer Science,,[],"[""Introduces vectors, matrices and their role in computer science in three components: (1) concepts, theorems, and proofs, (2) procedures and programs, (3) applications and working with data. Weekly lab sessions where students apply concepts to a real task with real data. Example labs: transformations in 2-d graphics, error-correcting codes, image compression using wavelets, synthesizing a new perspective in a photo, face recognition, news story categorization, cancer diagnosis using machine learning, matching airplanes to destinations, Google's PageRank method. Other topics as time allows. Skills in programming and prior exposure to reading and writing mathematical proofs required.""]"
CSCI 2951W,CSCI,['201710'],Creative Artificial Intelligence for Computer Graphics,,[],[]
CSCI 0080,CSCI,['201620'],A First Byte of Computer Science,,[],"[""Introduces non-CS concentrators to the academic discipline of computer science, its thought processes, and its relevance to other fields and modern life more generally. The target audience is students who are interested in learning more about what computer science is about and the ideas it has to offer tomorrow's citizens and scholars. Topics include the basics of computation and programming, a taste of theoretical computer science and algorithms, and an introduction to codes and artificial intelligence. Although students will learn to read and understand short programs, the course will not teach or require advanced programming skills.""]"
CSCI 2951Y,CSCI,['201620'],Special Topics in Formal Semantics and Notional Machines,,[],[]
CSCI 1950T,CSCI,['201610'],Advanced Animation Production,CSCI\xa01250,[],"['Students will apply knowledge and skills gained in previous animation courses to produce a high quality short animated film as a group. Production will follow the industry standard pipeline that includes modeling, texturing, lighting, animating, rendering, and post production. Interested students will perform preproduction story and concept design prior to beginning of course. Prerequisite: CSCI\xa01250. Enrollment limited to 15. Instructor permission required.']"
CSCI 1951H,CSCI,['201610'],Software Security and Exploitation,,[],[]
CSCI 1951J,CSCI,['201610'],Interdisciplinary Scientific Visualization,,[],"['Students will learn about solving scientific problems using computer graphics and visualization. Projects will involve the solution of scientific problems using computer graphics, modeling, and visualization. Working in small groups, students will identify scientific problems, propose solutions involving computational modeling and visualization, evaluate the proposals, design and implement the solutions, apply them to the problems, evaluate their success, and report on results. Example projects might include interactive software systems, immersive virtual reality cave applications, quantitative analysis tools, or new applications of existing visualizations methods. The focus will be on applications in the new virtual reality cave.']"
CSCI 2420,CSCI,['201610'],Probabilistic Graphical Models,,[],"['Probabilistic graphical models provide a flexible framework for modeling large, complex, heterogeneous collections of random variables. After a brief introduction to their representational power, we provide a comprehensive survey of state-of-the-art methods for statistical learning and inference in graphical models. We discuss a range of efficient algorithms for approximate inference, including optimization-based variational methods, and simulation-based Monte Carlo methods. Several approaches to learning from data are explored, including conditional models for discriminative learning, and Bayesian methods for controlling model complexity. Programming experience required for homeworks and projects, which integrate mathematical derivations with algorithm implementations. PREREQUISITES: CSCI1420 or APMA1690.']"
CSCI 2951N,CSCI,['201610'],Advanced Algorithms in Computational Biology,,[],"['This is a full-lecture, graduate course on algorithms and biomedical applications. The Foundations lectures are an introduction to the biological and medical genomics application areas. Each Algorithm section is devoted to an algorithmic method presented in rigorous depth, followed by an important open problem in the application area, together with the current most effective algorithmic solutions to the problem. Graduate students and advanced undergraduates in computational and mathematical sciences and engineering are welcome. Biological, life sciences and medical students and faculty are welcome as well and will be able to participate more in the applications areas.']"
CSCI 2951V,CSCI,['201610'],Systems for Interactive Data Exploration,,[],[]
COST 0030,COST,"['202120', '201710']","Sound, Song and Salvation in South Asia",,[],"['Sound, Song and Salvation in South Asia explores both the theoretical formulations and the performative expressions that constitute the inextricable nexus of sound, music and religious practice in South Asia. By investigating fundamental concepts such as nāda, rāga, bhakti and rasa, this course historicizes the ongoing discourse on the soteriological underpinnings of several genres of South Asian music from Vedic chanting to Hindustani and Carnatic music traditions.']"
COST 0100,COST,"['202120', '202020', '202000', '201920', '201820', '201800', '201720', '201700', '201620']",Introduction to Contemplative Studies,,[],"['Introduction to the new field of Contemplative Studies focusing on identifying methods human beings have found, across cultures and across time, to concentrate, broaden and deepen conscious awareness. We will study what these methods and experiences entail, how to critically appraise them, how to experience them ourselves, and how they influence the development of empathy, health, and well-being. Prerequisites: None. Enrollment limit is 40.']"
COST 0145,COST,"['202120', '201810', '201620']","Karma, Rebirth and Liberation: Life and Death in South Asian Religions",,[],"['Karma, Sanskrit for the ""action"" that makes up a human life, has been a central concern for the religious traditions of South Asia throughout their history. Hinduism, Buddhism and Jainism share the belief that after death people are reborn, taking on lives according to their actions in lives previous. In these traditions, liberation from the cycle of rebirth becomes the ultimate goal of human existence. This course examines the ideas of karma, rebirth and liberation in Hinduism, Buddhism and Jainism from historical, cosmological, ritual, narrative, iconographic and theological points of view. We also look at these ideas in Western culture.']"
COST 0525,COST,"['202120', '202020', '201920']",The History and Practice of Yoga in India and Beyond,,[],"['From its roots in premodern India to its current popularity worldwide, yoga has a rich a complex history. As a practice of the mind, body, and spirit, yoga has taken many forms—meditation, chanting, breath control, postures—in order to achieve a range of goals: liberation from rebirth, supernatural powers, strength, pleasure, peace, wellness. As its reputation and commodification have increased, yoga has attracted deep interest, debate, and even controversy. In this course we will study yoga from its earliest texts to its status in the modern world, addressing its historical, religious, social, and political ramifications in many different contexts.']"
COST 0535,COST,['202120'],Self Transformation and Transcendence in Later Daoist Contemplative Traditions,,[],[]
COST 1020,COST,"['202120', '202100', '201920', '201820', '201720', '201620']",Cognitive Neuroscience of Meditation,,[],"['Buddhist philosophy describes a model as to how the mind works. Neuroscientists have begun to study the impact of meditation on brain structure and function, often using Buddhist philosophy to guide their hypotheses. We will review neuroscientific literature and discuss how it relates to Buddhist philosophy, using the four foundations of mindfulness as the primary framework. The course will be a mixture of lecture, discussion of a primary scientific paper that is assigned each week, and presentations by students. Pre-Requisites: NEUR0010 or Declared Contemplative Studies Concentration.']"
COST 1420,COST,"['202120', '201910']",The Contemplative Foundations of Classical Daoism,,[],"['Introduction to classical Daoism, one of the two indigenous religions of China, through the history, philosophy, and contemplative practices found in its foundational works the Daodejing and the Zhuangzi. Through careful study of these texts, we will attempt to reconstruct the intellectual and experiential elements on which this tradition was based.']"
COST 1885,COST,"['202120', '202020', '201920']",Measuring Mindfulness,,[],"['Recently, the cover of Time magazine declared a “mindful revolution” due to its popularity and growing body of research suggesting that mindfulness may help to treat a number of health-related problems from general stress to anxiety to addiction. However, little is known about the underlying mechanisms of how it works. This course will investigate the many ways that mindfulness is measured (e.g. self-report, behavior, EEG, fMRI etc.), and use these as a doorway for our own experiential exploration of what mindfulness is for ourselves.']"
COST 1950,COST,"['202120', '202020', '201810', '201710', '201610']",Senior Concentrators' Seminar,,[],"['A selection of topical readings that will enable concentrators in the Sciences and Humanities Tracks of the concentration to synthesize their knowledge of the field of Contemplative Studies and its current principal issues. Students will also share ideas and methods regarding the research and writing of their Capstone Projects, which typically they will be working on concurrently via their other course.']"
COST 0034,COST,"['202110', '201820']",Dharma: A History of Classical Indian Civilization,,[],"['Dharma—a Sanskrit word encompassing duty, ethics, law, and religion—is a common thread running through the cultures of premodern India. This course offers a history of Indian civilization from its origins up through the end of the classical period. Drawing on a rich array of textual, material, and expressive cultures, we trace the arc of human history on the subcontinent, paying special attention to the intersections of religion and politics. The sources at hand reveal the dynamic interplay between tradition and innovation, and attest to human efforts to redefine what it means to live a life according to dharma.']"
COST 0036,COST,"['202110', '201910', '201810']",Love and War in India,,[],"['Love and War in India explores two fundamental cultural tropes that have significantly shaped the religious, literary, social and political life of South Asia. Building on the ancient Tamil conceptions of aham (love/interiority) and puram (war/exteriority), and the Sanskrit ideas of kama (desire), dharma (duty) and ahimsa (non-violnece) we will investigate a variety of texts on religious devotion, ethical behavior and political theory in order to contextualize the concepts of love and war within multiple arenas of Indian social and cultural life.']"
COST 0125,COST,['202110'],Your Moment of Zen,,[],"['The popular program “The Daily Show” always ends with this video moment. But what does “Zen” really mean and how did it come into the modern cultural landscape? We explore the Zen traditions of East Asia and trace their transmission to the West through a study of their writings and practices. From the arrival of Zen master Shaku Sōen Kogaku at the Parliament of World Religions in 1893, through the writings of D.T. Suzuki, to the Beat Zen of the 1950’s and the establishment of centers of Zen practice, we will help you to appreciate your own “moments of Zen.""']"
COST 0140,COST,"['202110', '202010', '201910', '201810']","Food, Religion and Politics in South Asia",,[],"['Why study food? What can food tell us about religion, politics, and culture? Food in South Asia often shapes identity, social status, ritual purity, religious belonging, and political activism—the notion that you are what you eat has wide currency. Whatever form it takes, food embodies histories of migration, trade, empire, colonialism, and ethics. Through reading primary texts and ethnographic articles, watching films, and (of course) eating delicious food, we will explore the rich foodways of South Asia and their social, religious, and political ramifications.']"
COST 0520,COST,"['202110', '202020', '201820']","Tai Chi, Qigong, and Traditions of Energy Cultivation in China",,[],"['In recent years Taijiquan (Tai Chi) and Qigong have become increasingly popular forms of exercise, alternative medicine and contemplative practice. This course aims to provide students with a foundation for understanding these practices through an exploration of their roots in Chinese medicine, philosophy and religion, as well as their more recent history in modern China and the rest of the world. In addition to studying historical and scholarly interpretations of these practices, students will also have the opportunity to learn basic Qigong and Taijiquan in weekly labs.']"
COST 0560,COST,['202110'],Contemplation and Social Action,,[],"['The spiritual path is often called an inward journey. Practices like contemplation, renunciation, meditation and seclusion are often experienced in isolation with the mind drawn towards the self. This may seem counterproductive to social action, almost selfish, but exemplary spiritual aspirants from across time and space have demonstrated how contemplation can be a powerful medium of social change. By exploring key historical movements (Indian Independence, Abolitionism, Civil Rights) and transformational figures who have embodied the ideals of engaged contemplation (Gautama Buddha, Mohandas K. Gandhi, Martin Luther King, Jr., Thich Nhat Hanh and the Dalai Lama), this course seeks to elucidate relevant ways in which contemplative philosophies and practices can challenge, critique, and ultimately transform the world in which we live by way of peaceful, inclusive and socially engaged means.']"
COST 1080,COST,"['202110', '202010', '201600']","Meditation, Mindfulness and Health (PHP 1880)",PHP\xa01880,[],['Interested students must register for PHP\xa01880.']
COST 1082,COST,"['202110', '201910']","Me, Myself, and I: Exploring Senses of Self from a Multidisciplinary Perspective",,[],"['Human beings have long puzzled over how precisely to conceptualize and understand what and how it is that we are. Questions about the nature of the self have informed the speculations of philosophy, the soteriologies of religion, the trajectories of self-cultivation in contemplative traditions, and the therapeutics of psychology. Recently, cognitive science and phenomenology have developed new explanations for how multiple senses of self shape lived experience and give rise to various self-concepts. Students in this course will engage with dimensions of selfhood that we often take for granted by studying senses of self from multidisciplinary and cross-cultural perspectives.']"
COST 0035,COST,"['202100', '201720']",Saints and Mystics of India,,[],"['Saints and Mystics of India explores the rich variety of religious experience in India as expressed in the inspired poetic productions of several mystics through time. By critically listening to these powerful voices of the past, we will endeavor to understand how mystical poems from divergent Indian traditions exhibit multiple points of interaction, influence and convergence. Our investigation will draw on the spontaneous literary outpourings of several mystics including but not limited to: Nammalvar, Andal, Kabir, Mahadeviyakka, Nanak, Mira, Tukkaram, Caitanya, Ramakrishna and Ramana Maharshi.']"
COST 0120,COST,['202100'],The Classical Chinese Philosophy of Life,,[],['An introduction to the origins and early development of the indigenous religious thought of China from the oracle bone divination of the Shang Dynasty to the ethical philosophy of Confucianism and the cosmology and mysticism of Daoism. The course will seek to identify and elucidate the basic elements of the distinctive Chinese world view and demonstrate how they have shaped the nature of religious practice and experience and how they have been shaped by them. Works of interpretive scholarship will be used to supplement the primary texts in translation that will form the course. Optional lab section.']
COST 0032,COST,"['202020', '202000', '201920', '201820']",Music and Meditation,,[],"['Music and Meditation explores the contemplative nature of sonic experience from humanistic, artistic and scientific perspectives. By drawing from various traditions across both time and space, and by engaging with a variety of disciplinary methodologies from Contemplative Studies, Ethnomusicology, Religious Studies and Cognitive Science, we will seek to better understand how diverse religious communities have used music as a meditative tool, a mystical philosophy, a communal exercise, a ritual performance, and more. We will examine the philosophies of thinkers, scientists and musicians to investigate music making as both an instrument, and a goal, of contemplative practice.']"
COST 0037,COST,"['202020', '201920']",Sensing the Sacred: Sensory Culture in South Asian Religions,,[],"['This course explores South Asian religions through the body, the senses, and aesthetics. Drawing on Hindu, Buddhist, and Jain traditions, and concentrating on embodied practices such meditation, chanting, eating, sex, asceticism, ritual, possession, and performance, we will examine experiences of the sacred in India, past and present. How has sensory culture shaped lives, practices, and doctrines? What place do the senses have in South Asian traditions? Drawing on premodern law codes, erotic handbooks, and medical treatises; and integrating new media from ethnographic films to graphic novels, we will plunge into to the rich sense-worlds of religions in South Asia.']"
COST 0200,COST,"['202010', '201810', '201710']",Meditation and the Brain,,[],"['This course provides an exploration and critique of psychological and neuroscientific research on meditation by situating the current applications of meditation in the West in the broader historical context of the development of Buddhism. In this course, we will critically evaluate the findings of scientific and clinical studies of meditation in terms of their methodological rigor, implicit assumptions, and biases. We will also study the transmission of Buddhism from Asia to the West in order to understand the influence of Buddhism norms and worldviews on contemporary applications of meditation. This course will also feature first-person experiential learning in select meditation practices.']"
COST 0526,COST,"['202010', '201910']",This Whole World is OM: Mantras in Indian Religions,,[],"['A mantra is a syllable or formula used in ritual and meditation. Mantras are central to Indian religions—not only Hinduism, but also Jainism, Buddhism, Sufism, and Sikhism. Some mantras are made up of words and language—usually in Sanskrit—while others are sound fragments with no semantic meaning. The sacred syllable OM, now a global symbol of Eastern spirituality, exemplifies the power and authority of mantra. What are mantras? What do they accomplish? How do they shape identities, beliefs, and practices? Engaging with sacred utterance in various media, this course explores the world of mantras in India and beyond.']"
COST 0555,COST,['202010'],Zen: An Introduction,,[],[]
COST 1090,COST,"['202010', '201820']",The Craving Mind,,[],"['We are creatures of habit. Driven by biological processes set up to help us survive, our minds are constantly craving experiences and substances—from smartphones to romance to alcohol—and this craving leads to habit formation. This course will explore the behavioral and mental processes that foster craving and consequent habit formation, the impact these have on individual and societal health, and how we can “hack” our own neurobiological reward circuitry using practices such as mindfulness, to foster greater health and wellbeing.']"
COST 1520,COST,['202010'],Consciousness (PHIL 1520),,[],['Interested students must register for PHIL 1520.']
COST 1705A,COST,"['202010', '201920']",Principles and Practices of Contemplative Studies,COST\xa00100,[],"['Advanced study of the distinctive methods of the field of Contemplative Studies that includes third-person, second-person, and critical first-person perspectives. Will focus on the study of meditative practices in their cultural contexts and on essential scientific research on their nature and effects. Prerequisite: COST\xa00100 or Permission of Instructor. Meditation Lab to be scheduled']"
COST 1700A,COST,['201920'],"The History, Philosophy, and Practice of Rinzai Zen: Zen Master Hakuin Ekaku",,[],"['Explores Japanese Rinzai Zen Buddhist tradition by focusing on its seminal figure, Hakuin Ekaku (1686-1769). Examines his biography, core practices, and key philosophy by looking at selections from his essential autobiographical and philosophical writings as well as his artwork. Focuses on the following aspects of Hakuin’s importance in the history of Japanese Buddhism: Hakuin as reviver of Rinzai Zen, especially kōan practice: Hakuin as a meditation master; Hakuin as talented artist; Hakuin as social critic. Readings will be primary sources in translation.']"
COST 1890,COST,['201910'],The Craving Mind (PHP 1890),,[],[]
COST 0425,COST,"['201820', '201610']",The History and Practice of Yoga in India and Beyond,,[],[]
COST 0570,COST,['201810'],"Science, Religion, and the Search for Happiness in Traditional Asian Thought",,[],[]
COST 0450,COST,['201720'],Stages of the Contemplative Path,,[],"['One common metaphor for human life and self-transformation is the journey or the path. Contemplative traditions have also employed this image, offering both concise and expansive maps of the stages of practice and anticipated end goals of the contemplative life. The study of path structures allow us to carefully compare the relationship between specific cognitive, affective, and somatic practices, their resultant states and traits of human experience, and the meaning and value ascribed to them in different historical and cultural contexts.']"
COST 0040,COST,['201710'],Great Contemplative Traditions of Asia,,[],['Introduction to the critical study of contemplative practices and experiences emphasizing philosophical and scientific analyses of works from the major Asian contemplative traditions of South and East Asian Buddhism and Chinese Daoism in historical context. Theoretical studies of mysticism and studies from the psychological sciences will be included. Additional weekly meditation lab section.']
COST 0530,COST,['201620'],Laozi and the Daodejing,,[],[]
COST 0990,COST,['201620'],Concepts of the Self in Classical Indian Literature (CLAS 0990),CLAS\xa00990,[],['Interested students must register for CLAS\xa00990.']
COST 1870,COST,['201620'],Neuroethics (SCSO 1700P),,[],['Interested students must register for SCSO 1700P.']
COST 0420,COST,['201610'],The Theory and Practice of Buddhist Meditation,,[],[]
COST 0650,COST,['201610'],Psychology and Philosophy of Happiness (PHIL 0650),,[],['Interested students must register for PHIL 0650.']
COST 0855,COST,['201610'],The Bhagavad Gītā (CLAS 0855),CLAS\xa00855,[],['Interested students must register for CLAS\xa00855.']
COST 1442,COST,['201610'],"The History, Philosophy, and Practice of Rinzai Zen Buddhism",,[],[]
COST 0540,COST,['201600'],Introduction to Contemplative Studies,,[],[]
CZCH 1000,CZCH,"['202120', '202010']","Dimensions of Czech Animation: Contexts, Interpretations, and Dialogs with the East",,[],"['What are our expectations of animation films? This course will help you rethink and learn to “read” animation as an artistic and politically inspired form. Czech animation, with its long tradition and international reputation, is a vibrant branch of visual arts. Yet this artistic form has not only been extensively studied nor noticed until recently. We will study cultural-historical contexts that gave rise to the internationally acclaimed Czech animation by Trnka, Svankmajer and others. Fascination with Czech animation in Japan used as an example to illustrate the mechanism of cross-cultural reception of Czech animation. Readings of related Czech culture/metaphor/animation techniques. Selected Japanese animation films will also be discussed. Readings in English. Films are dubbed or subtitled in English. No prerequisites.']"
CZCH 0200,CZCH,"['202110', '202020', '201820', '201720', '201620']",Introductory Czech,CZCH\xa00200,[],"['Introduces the performance of basic tasks in Standard Czech, highlights of Czech culture, and a worldview of a nation uniquely located on the threshold of western and eastern Europe. Emphasis on oral communication. CZCH\xa00200 includes readings of annotated literary texts on the Web. Five meetings per week and use of audio/visual materials. Enrollment limited to 18.']"
CZCH 0100,CZCH,"['202020', '202010', '201810', '201710', '201610']",Introductory Czech,,[],"['Introduces the performance of basic tasks in Standard Czech, highlights of Czech culture, and a worldview of a nation uniquely located on the threshold of western and eastern Europe. Emphasis on oral communication. Five meetings per week and use of audio/visual materials. Enrollment limited to 18.']"
CZCH 0610C,CZCH,"['201920', '201620']","Czech Cultural Icons, Emblems, and National Identity",,[],"['The ""most famous Czech"" Jára Cimrman and his most active period, namely the late 19th to early 20th-century Bohemia. Highlights of Czech cultural icons and emblems, and discussions on what constitutes Czech national identity reflected in the Cimrman phenomenon. Readings on several Czech cultural icons. Two different sets of requirements for students of two language proficiency levels. The course is for students who have completed CZCH 0410 or the equivalent. Enrollment limited to 18.']"
CZCH 0410B,CZCH,"['201910', '201610']",Coming of Age in Postwar Czechoslovakia,CZCH\xa00200,[],"['Examines political and cultural changes in the post-WWII Czechoslovakia through the eyes of a child. Centerpiece of the course is a film on elementary school in post-war Prague as a symbolic representation of the society that is about to emerge. Other materials such as literary and journalistic texts are used. Places equal emphasis on the acquisition of language, including exposure to Colloquial Czech. Separate language tasks are given to students of two proficiency levels (2nd and 3rd year). Conducted in Czech. For students who completed CZCH\xa00200 or equivalent. Four meetings per week and use of audio/visual materials. Enrollment limited to 18.']"
CZCH 0320A,CZCH,"['201820', '201720', '201620']",Czech Animation: Cross-cultural Dialogs,,[],"['Czech animation has a long tradition and international reputation. Jiří Trnka beat Walt Disney at the post-war Cannes Film Festival. Karel Zeman is a pioneer in creating fantasy films with animation. Surrealist films by Jan Švankmajer continue to shock the audience. Younger animators such as Barta, Klimt, and Pospíšilová have been developing new modes of expression after the fall of socialism. This course explores a variety of Czech animated films from the 1960’s to the 21st century and its cross-cultural dialog, especially with the Japanese anime. Readings in English and films with English subtitles.']"
CZCH 0610B,CZCH,['201720'],Psychosis of Occupation in the Czech Lands,,[],"['Discussion of the Occupation period during WWII. The course is built around a Czech New Wave classic film about an eccentric director of a crematorium in Prague, who turns into a fanatic collaborator under the terror and demagogy of the regime. We will also read excerpts from the original literary text on which the film was based, and work with the Czech National Corpus. Separate language tasks given to students of two proficiency levels (2nd, 3rd year). Conducted in Czech. The course is for students who completed CZCH0410 or the equivalent. Enrollment limited to 18.']"
CZCH 0410D,CZCH,['201710'],Czechs and the Big Brother: Czech Lands in the 1980s,CZCH\xa00200,[],"[""Events in Czechoslovakia in the late 1980's as represented in the Oscar-winning film Kolja. The Velvet Revolution and the Czech perspective on Russia. Readings from different genres. Equal emphasis on language acquisition, including Colloquial Czech. Separate language tasks for two proficiency levels (2nd-3rd year). Conducted in Czech. For students who have completed CZCH\xa00200 or the equivalent. Enrollment limited to 18.""]"
DATA 0200,DATA,"['202120', '202100', '202010', '201920']",Data Science Fluency,,[],"['As data science becomes more visible, are you curious about its unique amalgamation of computer programming, statistics, and visualizing or storytelling? Are you wondering how these areas fit together and what a data scientist does? This course offers all students regardless of background the opportunity for hands-on data science experience, following a data science process from an initial research question, through data analysis, to the storytelling of the data. Along the way, you will learn about the ethical considerations of working with data, and become more aware of societal impacts of data science. Course does not count toward CS concentration requirements.']"
DATA 2020,DATA,"['202120', '202020', '201920', '201820', '201720']",Statistical Learning,,[],"['A modern introduction to inferential methods for regression analysis and statistical learning, with an emphasis on application in practical settings in the context of learning relationships from observed data. Topics will include basics of linear regression, variable selection and dimension reduction, and approaches to nonlinear regression. Extensions to other data structures such as longitudinal data and the fundamentals of causal inference will also be introduced.']"
DATA 2050,DATA,"['202120', '202110', '202100', '202020', '202010', '202000', '201920', '201910', '201900', '201800']",Data Science Practicum,DATA\xa01010DATA\xa01030,[],"['The capstone experience is a hands-on thesis project that entails an in-depth study of a current problem in data science. Students will synthesize their knowledge of probability and statistics, machine learning, and data and computational science. A faculty member from one of the four core DSI departments (Applied Mathematics, Biostatistics, Computer Science, Mathematics) will oversee the capstone course. Students may collaborate with an additional faculty member, postdoc, or industry partner on projects. DATA\xa01010 and DATA\xa01030 are recommended pre-requisites.']"
DATA 2080,DATA,"['202120', '202020', '201920', '201820', '201720']",Data and Society,,[],"['A course on the social, political, and philosophical issues raised by the theory and practice of data science. Explores how data science is transforming not only our sense of science and scientific knowledge, but our sense of ourselves and our communities and our commitments concerning human affairs and institutions generally. Students will examine the field of data science in light of perspectives provided by the philosophy of science and technology, the sociology of knowledge, and science studies, and explore the consequences of data science for life in the first half of the 21st century.']"
DATA 0080,DATA,"['202110', '202020', '201920', '201820', '201720']","Data, Ethics and Society",,[],"['A course on the social, political, and philosophical issues raised by the theory and practice of data science. Explores how data science is transforming not only our sense of science and scientific knowledge, but our sense of ourselves and our communities and our commitments concerning human affairs and institutions generally. Students will examine the field of data science in light of perspectives provided by the philosophy of science and technology, the sociology of knowledge, and science studies, and explore the consequences of data science for life in the first half of the 21st century. Fulfills requirement for Certificate in Data Fluency']"
DATA 1010,DATA,"['202110', '202010', '201910', '201810', '201710']","Probability, Statistics, and Machine Learning",,[],"['An introduction to the mathematical methods of data science through a combination of computational exploration, visualization, and theory. Students will learn scientific computing basics, topics in numerical linear algebra, mathematical probability (probability spaces, expectation, conditioning, common distributions, law of large numbers and the central limit theorem), statistics (point estimation, confidence intervals, hypothesis testing, maximum likelihood estimation, density estimation, bootstrapping, and cross-validation), and machine learning (regression, classification, and dimensionality reduction, including neural networks, principal component analysis, and unsupervised learning).']"
DATA 1030,DATA,"['202110', '202010', '201910', '201810', '201710']",Hands-on Data Science,CSCI\xa00050CSCI\xa00150CSCI\xa00170,[],"['Develops all aspects of the machine learning pipeline: data acquisition and cleaning, handling missing data, exploratory data analysis, visualization, feature engineering, modeling, interpretation, presentation in the context of real-world datasets. Fundamental considerations for data analysis are emphasized (the bias-variance tradeoff, training, validation, testing). Classical models and techniques for classification and regression are included (linear and logistic regression with regularization, support vector machines, decision trees, random forests, XGBoost). Uses the Python data science ecosystem (e.g., sklearn, pandas, matplotlib). Prerequisites: A course equivalent to CSCI\xa00050, CSCI\xa00150 or CSCI\xa00170 are strongly recommended.']"
DATA 1050,DATA,"['202110', '202010', '201910']",Data Engineering,,[],"['Provides an introduction to computer science and programming for data science. Coverage includes data structures, algorithms, analysis of algorithms, algorithmic complexity, programming using test-driven design, code organization, and version control. Additional topics include SQL, no-SQL, and graph databases, distributed computing, and web technologies.']"
DATA 1150,DATA,"['202110', '202020', '202000', '201920']",Data Science Fellows,,[],"['Data science is growing fast, with tools, approaches, and results evolving rapidly. This course is for students with some familiarity with data science tools and skills, seeking to apply these skills and teach others how to implement and interpret data science. Working in conjunction with a faculty sponsor, this course teaches students communication skills, how to determine the needs (requirements) for a project, and how to teach data science to peers. These valuable agile skills will be an incredible advantage moving forward in your professional development. \xa0Interested students should complete the initial application form below to express interest. \xa0Override requests will be granted only to students by instructor approval. \xa0\n\nhttps://docs.google.com/forms/d/e/1FAIpQLSciIksIFrviEDy4mGpwRa3ekCpozL7-9UtR51bkgKL2gWGqpw/viewform?usp=sf_link']"
DATA 0250,DATA,['202115'],Applied Statistics in Python,,[],"['As more students engage in data science there is a need to provide guidance on conducting basic statistical analysis in Python. This course will provide a non-specialist overview of introductory statistics along with specific skills on how to conduct basic exploratory data analysis in Python. In addition, students will learn how to conduct simple linear modules using the Statsmodels package in Python. Student learning would be assessed through hands-on Python coding activities and written interpretation of statistical reports.']"
DATA 2040,DATA,"['202020', '201920', '201820', '201720']",Deep Learning and Special Topics in Data Science,,[],"['A hands-on introduction to neural networks, reinforcement learning, and related topics. Students will learn the theory of neural networks, including common optimization methods, activation and loss functions, regularization methods, and architectures. Topics include model interpretability, connections to other machine learning models, and computational considerations. Students will analyze a variety of real-world problems and data types, including image and natural language data.']"
